Subject;Predicate;Object
Theodora;Taken from;https://www.imdb.com/title/tt0047567/
Theodora;Has title;Theodora
Theodora;Has release year;1954
Theodora;Is a;Film
Theodora;Directed by;Riccardo Freda
Theodora;Produced in;Italy
Theodora;Language;Italian
Theodora;Depicts;Empress Theodora of Byzantium
Theodora;Has genre;Historical drama
Theodora;Stars;Gianna Maria Canale
